"season","round","date","Home_team","Away_team","home_score","away_score","WinningTeam","margin","BO_Diff","CCL_Diff","CG_Diff","CL_Diff","CM_Diff","CP_Diff","D_Diff","DE_Diff","FA_Diff","FF_Diff","GA_Diff","HB_Diff","I50_Diff","ITC_Diff","K_Diff","M_Diff","MG_Diff","OP_Diff","R50_Diff","SCL_Diff","SI_Diff","TO_Diff","UP_Diff","T5_Diff","Winner"
2019,"Round 3",2019-04-04,"Adelaide","Geelong",75,99,"Geelong",24,-3,2,2,-6,5,33,-20,-0.799999999999997,0,0,2,-38,-4,6,18,18,395,-15,10,-8,12,-6,-33,-8,"AWAY"
2019,"Round 3",2019-04-05,"Melbourne","Essendon",112,130,"Essendon",18,16,2,-3,0,-1,3,17,-0.699999999999989,-5,5,3,-2,-10,6,19,23,355,8,12,-2,17,-6,22,-4,"AWAY"
2019,"Round 3",2019-04-06,"Carlton","Sydney",74,93,"Sydney",19,4,-5,14,-7,3,4,107,9.40000000000001,4,-4,4,71,0,3,36,38,486,-9,4,-2,26,-3,100,4,"AWAY"
2019,"Round 3",2019-04-06,"Collingwood","West Coast",76,98,"West Coast",22,-6,3,0,0,-4,-8,-52,5.89999999999999,8,-8,5,-53,8,-2,1,-18,41,-2,-4,-3,-14,2,-40,-2,"AWAY"
2019,"Round 3",2019-04-07,"Western Bulldogs","Gold Coast",68,73,"Gold Coast",5,-7,-6,8,-14,8,-2,-24,-0.599999999999994,15,-15,2,-10,-18,12,-14,-9,-405,-16,18,-8,2,-12,-16,-3,"AWAY"
2019,"Round 4",2019-04-11,"Sydney","Melbourne",78,100,"Melbourne",22,-3,-2,14,7,-9,20,-26,-0.400000000000006,-1,1,6,-14,6,5,-12,-22,-77,-13,-6,9,-4,-5,-41,3,"AWAY"
2019,"Round 4",2019-04-13,"Geelong","GWS",75,79,"GWS",4,9,6,7,1,2,12,80,-0.200000000000003,4,-4,0,38,6,1,42,33,233,-9,-4,-5,30,-2,67,1,"AWAY"
2019,"Round 4",2019-04-13,"Port Adelaide","Richmond",92,99,"Richmond",7,3,0,5,-1,2,-13,-63,-3.40000000000001,-1,1,-1,-32,-2,3,-31,-21,-10,-18,3,-1,19,-1,-54,-1,"AWAY"
2019,"Round 5",2019-04-18,"Brisbane","Collingwood",61,123,"Collingwood",62,6,3,-1,3,3,16,55,4,0,0,9,45,20,0,10,-9,703,2,-9,0,79,2,47,-3,"AWAY"
2019,"Round 5",2019-04-19,"North Melbourne","Essendon",58,116,"Essendon",58,5,2,10,9,1,5,29,1.8,4,-4,7,-5,7,-3,34,26,1318,-8,9,7,30,3,14,0,"AWAY"
2019,"Round 5",2019-04-19,"West Coast","Port Adelaide",53,95,"Port Adelaide",42,5,6,-7,17,7,21,29,1.8,9,-9,0,23,33,17,6,-7,384,-1,-30,11,29,-16,12,12,"AWAY"
2019,"Round 5",2019-04-20,"GWS","Fremantle",82,106,"Fremantle",24,-9,6,9,2,4,5,5,0.5,1,-1,6,-14,4,-6,19,7,320,-7,-2,-4,12,6,-10,-2,"AWAY"
2019,"Round 5",2019-04-20,"Melbourne","St Kilda",55,95,"St Kilda",40,4,0,-5,3,-4,7,6,1.3,-7,7,6,0,-8,-2,6,-14,359,-2,14,3,-8,2,-2,-4,"AWAY"
2019,"Round 5",2019-04-21,"Western Bulldogs","Carlton",57,101,"Carlton",44,-9,5,4,16,2,-2,41,8.8,10,-10,5,-3,-5,-2,44,30,442,-1,11,11,-6,2,43,-1,"AWAY"
2019,"Round 5",2019-04-22,"Hawthorn","Geelong",90,113,"Geelong",23,-1,2,-5,-1,-1,6,31,-2.3,3,-3,6,8,7,-4,23,10,391,16,-1,-3,14,4,17,2,"AWAY"
2019,"Round 6",2019-04-25,"Essendon","Collingwood",69,73,"Collingwood",4,3,-3,-7,-11,0,4,24,1.90000000000001,-3,3,0,1,8,9,23,8,195,-8,-8,-8,19,-9,23,2,"AWAY"
2019,"Round 6",2019-04-27,"Gold Coast","Brisbane",62,111,"Brisbane",49,4,-6,5,11,5,1,18,4.2,-2,1,4,-22,6,-2,40,5,718,3,1,17,46,1,1,-7,"AWAY"
2019,"Round 6",2019-04-27,"St Kilda","Adelaide",68,97,"Adelaide",29,-10,5,6,12,6,21,47,-0.400000000000006,1,-1,0,2,7,0,45,17,239,-5,-3,7,11,0,20,-1,"AWAY"
2019,"Round 6",2019-04-27,"Sydney","GWS",79,120,"GWS",41,5,-3,1,-3,3,34,62,6.2,10,-10,4,-2,11,18,64,31,743,-2,-6,0,55,-18,41,11,"AWAY"
2019,"Round 7",2019-05-05,"Carlton","North Melbourne",62,120,"North Melbourne",58,-2,-5,-4,-1,-1,35,128,13.3,-1,1,8,103,21,4,25,13,1228,-7,-10,4,53,-4,111,6,"AWAY"
2019,"Round 8",2019-05-11,"Carlton","Collingwood",87,106,"Collingwood",19,2,-2,-12,-1,-5,8,22,-0.700000000000003,-16,16,-3,-8,26,-2,30,4,688,3,-23,1,13,2,10,2,"AWAY"
2019,"Round 8",2019-05-11,"Gold Coast","Melbourne",60,61,"Melbourne",1,2,1,0,14,-10,15,50,3.3,0,0,-2,56,24,-6,-6,-11,61,32,-27,13,23,6,50,20,"AWAY"
2019,"Round 8",2019-05-11,"St Kilda","West Coast",70,88,"West Coast",18,-8,0,-8,5,-3,1,-29,3.69999999999999,-5,5,2,-29,3,0,0,-3,72,7,3,5,0,0,-23,0,"AWAY"
2019,"Round 8",2019-05-11,"Port Adelaide","Adelaide",68,88,"Adelaide",20,-3,-7,2,-17,1,1,8,0.399999999999999,2,-2,2,20,-7,5,-12,-12,163,-13,10,-10,12,-5,-3,1,"AWAY"
2019,"Round 8",2019-05-12,"North Melbourne","Geelong",80,104,"Geelong",24,-3,6,5,10,-3,7,5,-1.8,8,-8,6,-21,0,-1,26,21,-9,12,6,4,5,0,3,-6,"AWAY"
2019,"Round 8",2019-05-12,"Fremantle","Richmond",86,111,"Richmond",25,7,-1,-10,-9,-3,-17,57,3.69999999999999,1,-1,4,0,-4,2,57,57,346,7,11,-8,27,-2,69,13,"AWAY"
2019,"Round 9",2019-05-18,"North Melbourne","Sydney",72,77,"Sydney",5,-5,5,-12,6,4,-15,-70,-3.2,-7,7,-1,-67,-10,-6,-3,-3,-175,15,10,1,2,7,-84,-2,"AWAY"
2019,"Round 10",2019-05-24,"Sydney","Collingwood",73,80,"Collingwood",7,-2,2,1,11,-6,16,56,6.39999999999999,-2,2,-1,28,16,8,28,3,-65,-10,-18,9,23,-7,57,5,"AWAY"
2019,"Round 10",2019-05-25,"Western Bulldogs","North Melbourne",90,115,"North Melbourne",25,-2,5,15,-2,-1,-4,6,7.3,8,-8,3,21,6,-7,-15,-6,482,2,-1,-7,-10,7,14,-4,"AWAY"
2019,"Round 10",2019-05-25,"Adelaide","West Coast",73,85,"West Coast",12,3,-5,5,1,4,2,-60,-6.6,-4,4,3,-54,-12,-7,-6,-7,-39,22,16,6,-17,8,-71,-4,"AWAY"
2019,"Round 10",2019-05-25,"Gold Coast","Geelong",64,91,"Geelong",27,1,-1,1,-15,2,18,42,0.299999999999997,6,-6,5,33,13,12,9,17,461,10,-8,-14,61,-13,33,2,"AWAY"
2019,"Round 10",2019-05-26,"Melbourne","GWS",68,94,"GWS",26,-1,-3,4,3,-3,24,76,5.2,-3,3,3,39,3,3,37,22,177,1,2,6,34,-3,72,1,"AWAY"
2019,"Round 11",2019-06-01,"Collingwood","Fremantle",75,79,"Fremantle",4,5,1,-13,1,-2,17,4,-1.89999999999999,1,-1,1,22,11,5,-18,-24,136,-7,-10,0,18,-5,2,-6,"AWAY"
2019,"Round 11",2019-06-01,"Melbourne","Adelaide",88,90,"Adelaide",2,3,-3,-10,2,-8,-15,-19,0.400000000000006,-2,2,-2,-18,-17,-4,-1,-4,244,-1,21,5,-22,4,-10,-7,"AWAY"
2019,"Round 11",2019-06-02,"St Kilda","Port Adelaide",69,139,"Port Adelaide",70,1,-3,3,-1,4,7,85,6.3,-1,1,5,41,8,-3,44,40,899,19,4,2,34,3,84,9,"AWAY"
2019,"Round 12",2019-06-07,"Richmond","Geelong",37,104,"Geelong",67,3,0,4,6,4,33,93,5.59999999999999,-7,7,8,27,-3,-2,66,32,820,7,16,6,48,5,58,-6,"AWAY"
2019,"Round 12",2019-06-08,"Gold Coast","North Melbourne",72,99,"North Melbourne",27,-6,6,-8,10,-1,18,12,1,-7,7,6,5,27,5,7,-19,489,-3,-23,4,28,-5,-4,3,"AWAY"
2019,"Round 13",2019-06-15,"Gold Coast","St Kilda",76,80,"St Kilda",4,6,2,16,-5,-2,-5,0,0.399999999999991,8,-8,7,1,9,5,-1,3,266,2,-7,-7,24,-6,5,-6,"AWAY"
2019,"Round 13",2019-06-15,"Carlton","Western Bulldogs",100,103,"Western Bulldogs",3,6,-5,6,6,-2,3,72,3.8,3,-3,4,38,4,-1,34,19,186,4,-4,11,31,1,70,3,"AWAY"
2019,"Round 13",2019-06-16,"North Melbourne","GWS",68,91,"GWS",23,2,4,-16,15,4,4,63,6.7,-3,3,5,19,-5,-10,44,31,257,11,10,11,11,9,63,4,"AWAY"
2019,"Round 14",2019-06-22,"St Kilda","Brisbane",59,115,"Brisbane",56,-8,6,5,4,6,27,34,1.5,4,-4,3,-28,22,1,62,37,710,-5,-17,-2,35,-1,13,15,"AWAY"
2019,"Round 14",2019-06-23,"Western Bulldogs","Collingwood",73,82,"Collingwood",9,6,-1,11,9,8,-4,-52,-1.10000000000001,2,-2,0,-29,-15,-11,-23,-11,-205,-3,15,10,-43,11,-45,-10,"AWAY"
2019,"Round 15",2019-06-29,"Hawthorn","West Coast",71,77,"West Coast",6,3,7,2,22,0,-7,5,0.599999999999994,2,-2,3,3,0,-13,2,-3,-21,11,3,15,-37,13,12,-2,"AWAY"
2019,"Round 15",2019-06-29,"Collingwood","North Melbourne",37,81,"North Melbourne",44,-2,7,5,5,3,10,27,8,16,-16,4,37,28,3,-10,-3,969,-10,-21,-2,70,-5,34,2,"AWAY"
2019,"Round 15",2019-06-29,"Port Adelaide","Western Bulldogs",41,66,"Western Bulldogs",25,0,1,16,7,3,-21,-26,0,8,-8,4,-33,-20,1,7,3,169,13,24,6,-6,0,-42,-1,"AWAY"
2019,"Round 15",2019-06-30,"St Kilda","Richmond",70,103,"Richmond",33,-1,5,10,-12,3,9,7,-3,2,-2,1,56,0,5,-49,-46,552,3,7,-17,21,-6,-9,-2,"AWAY"
2019,"Round 15",2019-06-30,"Fremantle","Carlton",75,79,"Carlton",4,-1,2,-4,8,-2,6,3,-4.1,-6,6,1,-28,5,1,31,31,178,-14,-4,6,21,-1,-16,-2,"AWAY"
2019,"Round 16",2019-07-06,"Gold Coast","Richmond",58,150,"Richmond",92,6,4,3,4,-3,16,76,12.7,-2,2,14,60,18,4,16,2,1116,11,-5,0,107,-1,62,3,"AWAY"
2019,"Round 16",2019-07-06,"Adelaide","Port Adelaide",44,101,"Port Adelaide",57,-3,8,-6,18,2,2,111,6.09999999999999,3,-3,10,49,24,-4,62,53,1069,20,-15,10,67,4,104,12,"AWAY"
2019,"Round 16",2019-07-06,"Fremantle","West Coast",31,122,"West Coast",91,1,5,-1,17,6,10,33,7.7,-5,5,10,4,-10,-5,29,24,559,8,24,12,7,5,17,-11,"AWAY"
2019,"Round 16",2019-07-07,"Carlton","Melbourne",100,105,"Melbourne",5,-4,0,-6,-5,-1,3,70,9.09999999999999,0,0,2,38,9,5,32,29,433,-8,-8,-5,29,-4,70,12,"AWAY"
2019,"Round 16",2019-07-07,"GWS","Brisbane",74,94,"Brisbane",20,0,-4,5,-12,0,-25,-41,3.39999999999999,-1,1,-2,-54,-10,11,13,1,-47,14,9,-8,-3,-13,-32,-2,"AWAY"
2019,"Round 17",2019-07-12,"West Coast","Collingwood",77,78,"Collingwood",1,5,-1,-14,-1,0,32,46,-8.7,-3,3,0,57,9,11,-11,-17,0,-5,-8,0,7,-11,12,9,"AWAY"
2019,"Round 17",2019-07-13,"Sydney","Carlton",62,69,"Carlton",7,7,3,7,13,-1,19,20,-0.399999999999991,3,-3,-1,-9,6,-3,29,14,-77,-1,-5,10,-2,2,5,3,"AWAY"
2019,"Round 17",2019-07-13,"Gold Coast","Adelaide",56,151,"Adelaide",95,12,0,5,-4,1,16,174,9,7,-7,17,124,25,16,50,35,1283,3,-9,-4,143,-16,157,-6,"AWAY"
2019,"Round 17",2019-07-14,"Port Adelaide","Brisbane",49,97,"Brisbane",48,-1,2,-5,5,0,-2,-54,2.6,14,-14,9,-48,1,1,-6,-14,503,0,5,3,9,-1,-40,3,"AWAY"
2019,"Round 18",2019-07-19,"Adelaide","Essendon",75,96,"Essendon",21,10,-8,13,-22,0,11,-19,-0.5,2,-2,3,11,-2,9,-30,-34,73,2,4,-14,-1,-9,-32,2,"AWAY"
2019,"Round 18",2019-07-21,"Geelong","Hawthorn",61,85,"Hawthorn",24,-4,-7,-2,-8,2,3,25,6.40000000000001,8,-8,6,7,5,8,18,12,472,-16,-1,-1,12,-8,31,7,"AWAY"
2019,"Round 18",2019-07-21,"Melbourne","West Coast",78,91,"West Coast",13,8,2,-11,-1,-3,-8,-41,-3.2,-2,2,2,-41,8,0,0,6,338,-24,-5,-3,-39,-1,-40,1,"AWAY"
2019,"Round 19",2019-07-26,"Collingwood","Richmond",66,98,"Richmond",32,4,8,2,0,0,-8,18,3.2,3,-3,6,2,12,-4,16,6,443,7,-7,-8,41,4,14,2,"AWAY"
2019,"Round 19",2019-07-27,"Hawthorn","Brisbane",60,87,"Brisbane",27,0,-7,-3,-9,-8,2,-30,3.10000000000001,6,-6,6,-46,-15,5,16,-5,547,5,22,-2,-28,-5,-41,7,"AWAY"
2019,"Round 19",2019-07-27,"Port Adelaide","GWS",55,56,"GWS",1,5,1,11,-6,6,-1,-46,2.5,4,-4,-2,-45,-8,-4,-1,0,-156,1,10,-7,-11,3,-46,-1,"AWAY"
2019,"Round 19",2019-07-28,"Sydney","Geelong",80,107,"Geelong",27,0,3,-2,18,5,30,21,2.8,-6,7,4,-2,3,-7,23,25,64,16,2,15,5,9,1,-8,"AWAY"
2019,"Round 19",2019-07-28,"Gold Coast","Essendon",96,106,"Essendon",10,4,9,4,-2,8,-6,16,1.3,11,-11,0,31,14,1,-15,-15,486,-4,-10,-11,11,-1,13,7,"AWAY"
2019,"Round 20",2019-08-03,"Essendon","Port Adelaide",67,126,"Port Adelaide",59,-10,8,-11,9,-3,12,56,5.7,7,-7,9,1,6,8,55,41,592,-10,3,1,47,-10,42,7,"AWAY"
2019,"Round 20",2019-08-03,"Melbourne","Richmond",60,93,"Richmond",33,7,-4,-18,-1,2,-2,14,1.59999999999999,-5,5,4,2,33,11,12,7,912,-10,-28,3,45,-11,18,1,"AWAY"
2019,"Round 20",2019-08-04,"Carlton","West Coast",75,99,"West Coast",24,7,5,-9,-10,8,-18,2,5.40000000000001,4,-4,2,-4,2,8,6,10,353,-6,2,-15,28,-8,19,1,"AWAY"
2019,"Round 21",2019-08-09,"GWS","Hawthorn",29,85,"Hawthorn",56,0,-1,1,8,6,13,49,1.89999999999999,6,-6,10,45,23,-3,4,-26,783,-4,-14,9,60,4,29,-6,"AWAY"
2019,"Round 21",2019-08-10,"Melbourne","Collingwood",53,70,"Collingwood",17,7,-3,-12,-5,-4,9,37,-0.5,5,-5,1,31,1,10,6,-2,276,-10,0,-2,-2,-10,27,8,"AWAY"
2019,"Round 21",2019-08-10,"Essendon","Western Bulldogs",33,137,"Western Bulldogs",104,1,-10,-7,-3,6,36,125,5.80000000000001,-5,5,14,68,29,13,57,26,1420,6,-11,7,94,-14,93,5,"AWAY"
2019,"Round 22",2019-08-16,"Melbourne","Sydney",42,95,"Sydney",53,2,1,11,1,3,-15,-5,2.60000000000001,8,-8,6,4,-10,-3,-9,2,526,-5,18,0,0,1,2,-13,"AWAY"
2019,"Round 22",2019-08-17,"Adelaide","Collingwood",48,114,"Collingwood",66,6,1,24,-3,2,9,91,8.39999999999999,13,-13,10,31,19,3,60,49,968,7,-6,-4,74,-4,87,4,"AWAY"
2019,"Round 22",2019-08-17,"Fremantle","Essendon",55,87,"Essendon",32,7,-2,-2,-14,0,-54,-71,5,14,-14,2,-52,-11,4,-19,-1,494,-10,18,-12,-9,-4,-37,-9,"AWAY"
2019,"Round 22",2019-08-18,"GWS","Western Bulldogs",65,126,"Western Bulldogs",61,-9,0,-20,1,4,21,33,-2.19999999999999,-12,12,5,13,24,8,20,-8,1206,-9,-13,1,35,-8,0,9,"AWAY"
2019,"Round 23",2019-08-24,"Gold Coast","GWS",55,127,"GWS",72,1,-6,1,-3,8,-2,64,11.7,14,-14,11,36,2,5,28,33,970,2,13,3,49,-6,52,-12,"AWAY"
2019,"Round 23",2019-08-24,"West Coast","Hawthorn",67,105,"Hawthorn",38,-2,0,5,-15,5,14,-30,1,1,-1,7,-12,5,16,-18,-21,546,-30,2,-15,-3,-16,-47,-5,"AWAY"
2019,"Qualifying Final",2019-09-06,"Geelong","Collingwood",51,61,"Collingwood",10,4,-7,-7,-1,-4,-21,54,6,0,0,-1,3,-7,8,51,49,158,-2,6,6,-5,-8,76,8,"AWAY"
2019,"Qualifying Final",2019-09-07,"Brisbane","Richmond",65,112,"Richmond",47,21,-4,10,-5,-7,-13,-39,1.8,3,-3,0,6,-10,-10,-45,-37,652,-3,19,-1,-19,10,-48,3,"AWAY"
2019,"Semi Final",2019-09-14,"Brisbane","GWS",80,83,"GWS",3,2,-3,2,-14,-2,-24,-19,5.2,8,-8,-2,13,-17,6,-32,-13,-360,9,17,-11,-8,-5,3,6,"AWAY"
2019,"Preliminary Final",2019-09-20,"Richmond","Geelong",66,85,"Geelong",19,-4,0,1,6,0,20,55,2,0,0,-6,33,-5,-4,22,11,-191,-20,2,6,-20,4,29,4,"AWAY"
2019,"Preliminary Final",2019-09-21,"Collingwood","GWS",52,56,"GWS",4,-7,2,1,19,-3,16,1,-2.3,7,-7,3,-28,-4,-4,29,9,-301,15,3,17,-6,3,-2,-21,"AWAY"
2020,"Round 1",2020-03-20,"Western Bulldogs","Collingwood",34,86,"Collingwood",52,-1,10,-5,13,4,30,71,7.09999999999999,-9,7,7,43,20,-2,28,17,367,-20,-12,3,57,2,38,6,"AWAY"
2020,"Round 1",2020-03-21,"Adelaide","Sydney",71,74,"Sydney",3,-7,15,9,21,-5,16,63,3.90000000000001,-3,3,0,5,-4,0,58,27,-217,9,3,6,23,1,44,2,"AWAY"
2020,"Round 1",2020-03-21,"Gold Coast","Port Adelaide",29,76,"Port Adelaide",47,0,7,-1,11,-2,13,61,3.5,-3,3,5,16,31,2,45,31,953,6,-25,4,79,-2,54,9,"AWAY"
2020,"Round 2",2020-06-13,"Carlton","Melbourne",53,54,"Melbourne",1,-2,0,-4,1,-7,3,28,2.8,-5,5,3,38,-8,-4,-10,-4,-298,0,8,1,-15,4,25,2,"AWAY"
2020,"Round 2",2020-06-14,"GWS","North Melbourne",60,80,"North Melbourne",20,8,7,-4,8,0,2,62,4.2,-12,12,3,30,5,-9,32,17,598,-4,1,1,27,9,54,2,"AWAY"
2020,"Round 2",2020-06-14,"Sydney","Essendon",73,79,"Essendon",6,2,0,7,-1,2,2,-14,-3,12,-12,1,11,2,0,-25,-26,61,15,0,-1,-8,0,-16,0,"AWAY"
2020,"Round 3",2020-06-18,"Richmond","Hawthorn",39,71,"Hawthorn",32,-5,-4,-4,5,-6,-13,21,8.59999999999999,4,-4,2,3,-8,-4,18,2,295,4,14,9,-15,3,21,1,"AWAY"
2020,"Round 3",2020-06-20,"North Melbourne","Sydney",60,71,"Sydney",11,-6,-1,-5,-6,-1,-10,-8,-2.39999999999999,9,-9,2,-20,2,7,12,12,104,-17,-1,-5,-4,-8,-16,4,"AWAY"
2020,"Round 3",2020-06-20,"Geelong","Carlton",77,79,"Carlton",2,2,-1,-1,-7,9,-11,-27,-1,-2,2,4,-41,-6,3,14,30,-215,14,8,-6,12,-3,-11,-5,"AWAY"
2020,"Round 3",2020-06-21,"Fremantle","Port Adelaide",41,70,"Port Adelaide",29,0,4,4,10,0,23,14,3.7,2,-2,3,-2,21,-1,16,0,293,24,-16,6,23,1,2,4,"AWAY"
2020,"Round 4",2020-06-25,"Sydney","Western Bulldogs",39,67,"Western Bulldogs",28,0,3,-7,4,8,24,18,2.89999999999999,-3,3,-1,20,0,5,-2,-13,93,-2,5,1,6,-5,3,-8,"AWAY"
2020,"Round 4",2020-06-27,"Essendon","Carlton",51,52,"Carlton",1,-7,2,2,15,0,14,65,2,0,0,-2,18,15,-5,47,31,461,-9,-16,13,16,2,61,-1,"AWAY"
2020,"Round 4",2020-06-28,"Melbourne","Geelong",44,47,"Geelong",3,1,-3,8,-9,1,-7,47,8.5,3,-3,4,-10,-8,7,57,60,-213,-2,9,-6,23,-7,54,1,"AWAY"
2020,"Round 5",2020-07-02,"Carlton","St Kilda",55,73,"St Kilda",18,6,5,-14,4,1,1,21,2.59999999999999,-1,1,2,8,7,1,13,6,31,0,-4,-1,13,0,17,-2,"AWAY"
2020,"Round 5",2020-07-03,"Collingwood","Essendon",48,63,"Essendon",15,-1,4,15,10,0,-10,-46,0.599999999999994,9,-9,-2,-56,-6,-8,10,8,289,8,6,6,-26,7,-36,10,"AWAY"
2020,"Round 5",2020-07-05,"Adelaide","Fremantle",34,54,"Fremantle",20,4,2,0,-4,1,-8,-18,3,-4,4,5,-45,1,3,27,30,292,-3,4,-6,-6,-3,-11,-6,"AWAY"
2020,"Round 5",2020-07-05,"Melbourne","Richmond",52,79,"Richmond",27,4,-1,-10,-1,2,4,13,0,2,-2,0,0,-4,7,13,6,610,-12,7,0,28,-6,1,-4,"AWAY"
2020,"Round 7",2020-07-16,"Geelong","Collingwood",35,57,"Collingwood",22,3,3,-10,0,3,20,41,3.5,-12,12,1,38,15,0,3,-2,357,-8,-12,-3,30,1,24,1,"AWAY"
2020,"Round 7",2020-07-17,"Essendon","Western Bulldogs",51,93,"Western Bulldogs",42,-6,-1,-9,7,3,35,12,-4.5,-5,5,3,-7,5,-1,19,-3,816,8,1,8,21,2,-23,-2,"AWAY"
2020,"Round 7",2020-07-18,"GWS","Brisbane",68,88,"Brisbane",20,-6,-8,-5,-1,4,-16,-8,3.89999999999999,4,-4,1,-38,22,2,30,43,391,-21,-19,7,3,-1,10,5,"AWAY"
2020,"Round 7",2020-07-18,"Sydney","Gold Coast",60,92,"Gold Coast",32,-2,2,-4,11,-6,-8,9,-2.09999999999999,9,-9,0,-5,8,7,14,14,261,-15,-4,9,28,-4,27,-3,"AWAY"
2020,"Round 7",2020-07-19,"Carlton","Port Adelaide",61,64,"Port Adelaide",3,2,2,-4,-3,1,0,40,5.7,-3,3,0,20,9,2,20,24,218,12,-10,-5,33,-2,44,-3,"AWAY"
2020,"Round 7",2020-07-19,"Hawthorn","Melbourne",48,91,"Melbourne",43,4,9,0,13,8,25,34,-0.0999999999999943,-1,1,5,18,22,-4,16,-4,897,3,-11,4,52,3,9,8,"AWAY"
2020,"Round 7",2020-07-19,"Fremantle","West Coast",32,62,"West Coast",30,3,-1,-10,5,4,9,47,7.2,0,0,0,-9,15,8,56,43,402,11,-10,6,33,-8,40,6,"AWAY"
2020,"Round 7",2020-07-20,"Adelaide","St Kilda",55,78,"St Kilda",23,0,7,8,5,-4,5,-29,-1.5,10,-10,4,-38,-5,4,9,0,-70,-5,8,-2,-1,-5,-35,3,"AWAY"
2020,"Round 8",2020-07-23,"Gold Coast","Western Bulldogs",46,51,"Western Bulldogs",5,-1,6,-2,-5,-3,-2,23,-0.0999999999999943,0,0,-2,33,-10,-4,-10,-9,262,16,12,-11,6,4,32,-4,"AWAY"
2020,"Round 8",2020-07-25,"North Melbourne","Carlton",57,64,"Carlton",7,0,7,7,9,0,3,1,-8.8,8,-8,-2,-1,13,4,2,-5,-127,13,-13,2,3,-5,4,10,"AWAY"
2020,"Round 8",2020-07-25,"Port Adelaide","St Kilda",44,73,"St Kilda",29,0,2,-2,12,-6,11,27,1.69999999999999,-6,6,-2,-1,5,-10,28,5,331,-11,-1,10,-7,10,8,-1,"AWAY"
2020,"Round 8",2020-07-26,"Adelaide","Essendon",59,62,"Essendon",3,5,5,12,8,-1,7,5,-4,-4,4,2,-4,2,-3,9,11,158,-12,-1,3,-18,3,-12,8,"AWAY"
2020,"Round 8",2020-07-26,"Melbourne","Brisbane",49,53,"Brisbane",4,5,5,-1,13,2,5,27,-1.7,2,-2,0,-6,1,-1,33,28,73,4,-2,8,-15,1,22,1,"AWAY"
2020,"Round 8",2020-07-27,"Fremantle","Geelong",16,48,"Geelong",32,-1,5,18,11,1,31,60,5.2,2,-2,3,26,20,0,34,9,723,9,-14,6,44,-1,42,-1,"AWAY"
2020,"Round 9",2020-07-29,"Western Bulldogs","Richmond",49,90,"Richmond",41,3,-1,3,-2,2,6,31,9.8,-4,4,4,-12,13,13,43,31,586,1,-6,-1,19,-13,22,-4,"AWAY"
2020,"Round 9",2020-07-31,"Carlton","Hawthorn",58,89,"Hawthorn",31,0,2,4,-12,-1,11,42,4.40000000000001,3,-3,5,22,6,13,20,15,229,1,-2,-14,34,-13,50,-2,"AWAY"
2020,"Round 9",2020-07-30,"Melbourne","Port Adelaide",32,83,"Port Adelaide",51,2,2,-6,-1,1,12,29,14.2,-7,7,4,3,16,7,26,10,638,-7,-11,-3,54,-7,30,5,"AWAY"
2020,"Round 9",2020-07-31,"Essendon","Brisbane",28,91,"Brisbane",63,-4,-6,-10,-5,4,15,69,11.7,-8,8,11,-1,-5,7,70,58,671,-3,15,1,39,-7,62,-3,"AWAY"
2020,"Round 9",2020-08-02,"Gold Coast","GWS",35,61,"GWS",26,-1,3,1,8,1,20,79,8.8,-7,7,6,39,6,-4,40,22,288,16,-1,5,10,4,66,6,"AWAY"
2020,"Round 10",2020-08-05,"Adelaide","Melbourne",37,88,"Melbourne",51,-2,-2,10,7,4,20,38,6.8,8,-8,4,-5,12,6,43,28,859,3,-3,9,40,-6,24,0,"AWAY"
2020,"Round 10",2020-08-06,"Gold Coast","St Kilda",74,78,"St Kilda",4,3,-3,-3,-15,3,-5,-1,3,1,-1,1,-16,-4,8,15,28,206,16,5,-12,-15,-7,14,2,"AWAY"
2020,"Round 10",2020-08-07,"Essendon","GWS",55,59,"GWS",4,-4,-1,-13,0,0,-6,-1,6.8,-7,7,1,7,8,5,-8,-14,155,15,-8,1,10,-5,11,18,"AWAY"
2020,"Round 11",2020-08-10,"St Kilda","Geelong",34,93,"Geelong",59,-2,2,-4,0,8,-9,56,12.1,-1,1,6,10,-3,4,46,49,827,-9,12,-2,39,-4,53,4,"AWAY"
2020,"Round 11",2020-08-11,"Adelaide","Collingwood",38,62,"Collingwood",24,1,4,-6,3,-4,-5,47,6.2,-8,8,2,20,12,-7,27,5,162,6,-6,-1,-11,7,50,2,"AWAY"
2020,"Round 12",2020-08-15,"North Melbourne","Brisbane",52,53,"Brisbane",1,-9,-6,-2,-6,-3,-2,-43,-4.80000000000001,6,-6,-1,-39,12,8,-4,5,-93,2,-12,0,16,-8,-31,7,"AWAY"
2020,"Round 12",2020-08-15,"Fremantle","Carlton",36,40,"Carlton",4,-1,7,13,12,-7,18,12,-10,-2,2,0,-10,-1,-8,22,-10,235,10,3,5,19,8,-16,-2,"AWAY"
2020,"Round 13",2020-08-21,"Gold Coast","Carlton",27,60,"Carlton",33,2,5,10,7,9,41,94,-1.3,5,-5,2,49,28,16,45,33,645,-6,-24,2,97,-15,70,1,"AWAY"
2020,"Round 13",2020-08-22,"Essendon","Richmond",61,73,"Richmond",12,10,6,6,-3,1,33,7,-6.2,-1,1,0,-2,42,13,9,-4,392,-11,-42,-9,38,-13,-10,10,"AWAY"
